DW_CLIENTES;address_number;business_family;business_unit;customer;customerkey;customer_type;division;division_name;line_of_business;phone;region_code;region_name;regional_sales_mgr;search_type
4232dff5d4efa6f3579bb7e22e4b98e819351802ebd06360c7a0289fa26b350a;10009639;R3;1;Data Supermarket;10009639;G1;1;International;M1;816-455-8733;5;International;S19;C
0f32db81ab689eb641cc5620ea5c6bfb20fb5ac73682ddf34960d6a623c054a7;10010923;O2;1;Edmark Shop;10010923;G1;1;International;Não Informado;816-455-8733;5;International;S1;C
94e3d210220ab51864e1dad4bd957a0bb6843b6da235b1ac373b8aa45d4f1ffb;10007258;R3;1;C3I Shop;10007258;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
c4be30d8dafc55bfdbd9a98bdb4d829fa6daaad7c8762cde91c1c6450043f840;10022201;R3;1;Quantum Shop;10022201;G1;1;International;M1;816-455-8733;5;International;S16;C
cbe46c8b400a8c4614ea624401b7f217cc9c24c65b4e71dcdccc88ecc099c221;10026868;R3;1;Xyratex Shop;10026868;G1;1;International;M1;816-455-8733;5;International;S16;C
a4f048a8709ccece3ac2a59434bf2ae425459cbb52ec29e1f24902a9ff2ae6ee;10005919;R3;1;Big Store;10005919;G2;1;International;Não Informado;816-455-8733;5;International;S4;C
0272345cdb8b8b6c4a1ac627be6c98b739226f28fcc8e2a1e87354a4464cb7ce;10013426;R3;1;GDC Shop;10013426;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
b761a71e8944b5f1e56d48645c578a5f5a4605a9d047f2fbccb51a35186bd9bc;10021750;R3;1;Paul Store;10021750;G2;1;International;Não Informado;816-455-8733;5;International;S16;I
43284037b8ed68fb783983f256103a304f7b6b6fc581a47b597496e65fddc7e1;10024942;R3;1;Tag Supermarket;10024942;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
06a18b48901a25158366a14939ce78ac87faec9aeaadfea2aed683731a9376af;10002114;R3;1;Accel Supermarket;10002114;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
c4899bd85b786bbe72f7a1b930e7e47d627aba0317ad44d7d2be7849976f669e;10020193;R2;1;Maui Store;10020193;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
fa61091c2db61b9e60fc0498a28d0b8d50ad1d682fb8a056a8376acfb1b82473;10024016;R3;1;Screen Supermarket;10024016;G1;1;International;M1;816-455-8733;5;International;S19;C
c3daa85b749bff10cef29eb38969dbfae45039a1b98dfbed1836723410298684;10007253;O2;1;C3 Supermarket;10007253;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
6de70338e20a25edccd8022c9da8c99c82ae32d5abe6fcaee9b77011722a2786;10011546;R3;1;Farrell Supermarket;10011546;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
3049cf6fd02947d76fabbd2efc766947497071cad9134cfe93cd9062b5ad3ca7;10005922;R3;1;Big Supermarket;10005922;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
f7769377ef274ff8b79974557957fb8b73b259d547a030e1b428ca2ed1c19e34;10012305;R3;1;FIND/SVP Shop;10012305;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
6a979de5ac1111e052a6cfa37af528a3e4d0ce96afde9f55d07f1b89122303c6;10023703;R3;1;Sarcom Shop;10023703;G1;1;International;M1;816-455-8733;5;International;S19;C
25099e85cdda32e95438551ec296c8589e71490a4899f198ceea196daec66a97;10025418;R2;1;Ultra-Image Shop;10025418;G2;1;International;Não Informado;816-455-8733;5;International;S3;C
0c05d98383f9635a743b28a926e8d775dce553cc9ea24f1361a1935fb30e3686;10013341;R2;1;Gatierf Supermarket;10013341;G2;1;International;Não Informado;816-455-8733;5;International;S2;C
a54613cc7d3a737af2c885751f5f07ffd3ede69d4d2f016fe258a573b9a9848c;10002161;R2;1;ACME Maxiplace;10002161;G2;1;International;Não Informado;816-455-8733;5;International;S4;C
13472b6589d93f40245239f54013914c67651b1e1b2a25a8fb113e711bd47170;10012600;R3;1;FireTrans Shop;10012600;G2;1;International;Não Informado;816-455-8733;5;International;S4;C
6c8bdf6caa62bc32453612191a2f644ede7ab16a57adf0b1dcdf0f5ff23e4afc;10012851;R3;1;Gailey Market;10012851;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
cf52fb76711566d15f650532350eb7537086455ee21614c74753287e538445a8;10025024;O2;1;Talarians;10025024;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
72e8d38c1fa72287c211df3d27c67206e83de635201f5788d8bf01280fd76d34;10002159;R3;1;ACI Shop;10002159;G1;1;International;M1;816-455-8733;5;International;S19;C
d345992b3683ac1ecd9b105716a08003f396d6f621038f031dab5c40ac2a723e;10007448;R3;1;Cajun Shop;10007448;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
6fb359aa795129817bb93f081d9586f5ec38d3a9109b5a36fe80a18d76a46d3a;10007536;R2;1;Calypso Maxi Store;10007536;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
b8d1fedc354c9cc5bbaca9812479e897a1325b467138b6ac136198999855858a;10011089;R2;1;Embedded Supermarket;10011089;G3;1;International;Não Informado;816-455-8733;5;International;S8;C
b57d0ac51e95e92ea4bdfe15fd3f0a756c4a4a74c3737b902c1112e908db0e25;10018371;R3;1;Joy Supermarket;10018371;G1;1;International;M1;816-455-8733;5;International;S19;C
a35bb79053e41618a0b3e6b79ed35bc5e87f0e717fca70d6e2acef89df66a728;10012128;R3;1;Fifth Supermarket;10012128;G3;1;International;Não Informado;816-455-8733;5;International;S5;C
9b8c91377c38ea2c3f84c927a77b0c8746b297e0d8c6d4a3b473fc3928653d8f;10026023;R3;1;VEI Shop;10026023;G2;1;International;Não Informado;816-455-8733;5;International;S15;C
d18b336b62933900c8fb3b7f44b87f6c555d174e55cb93dcd81e90e55fa1c902;10002128;R3;1;Access Store;10002128;G1;1;International;M1;816-455-8733;5;International;S19;C
bf9ae444daa31f271b7aa72713f8a0e1f18191bf8edf68d99ea483287ed811f4;10011499;R3;1;Farmland Supermarket;10011499;G2;1;International;Não Informado;816-455-8733;5;International;S14;C
de5ce3b1d67aabf8160c4933e0a20d9c1eb9d33097dec7bbb04b59b48bdb1b48;10011093;R3;1;EMC Shop;10011093;G2;1;International;M1;816-455-8733;5;International;S16;C
50e7bd85e4a7d3778d5b42e3abe034fcf3410996f6408769de2023ccf0ea424b;10013870;R3;1;Greymac Trust Company;10013870;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
a6c822517c00a5c66678b23e5ba141ad759e387e0de9f8441ce87dcaea754e88;10025241;R1;1;TeamStore;10025241;G1;1;International;Não Informado;816-455-8733;5;International;S5;C
4d27414c59ab29abb6ed0aef3e94789bae60474df74041147a89cd71c679bcb9;10002501;R3;1;Action Supermarket;10002501;G1;1;International;Não Informado;816-455-8733;5;International;S19;C
890bf0e20d5f5aae58ab5164971c95ef5a34a2453c95a649c1d75c3db57b08fc;10004207;R3;1;Bell Store;10004207;G1;1;International;M1;816-455-8733;5;International;S19;C
1ab3ff3f95331cf7fedc87995ca40e31002895cd1cb4ef4512487a5fc3d948b3;10018518;O2;1;K Shop;10018518;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
506bc78e58bf0bef718673a37efd8b915cab74596b8e84e840c423ee55673f10;10021300;R2;1;PageWave Megastore;10021300;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
bf42d60a4557801635e937a9e8e55bba62f8430279db820a44dd3d792a34a95b;10013061;R3;1;Gammel Group;10013061;G3;1;International;Não Informado;816-455-8733;5;International;S5;C
98f3f9f5a2adb8ec8bb9dfc3b8fc7dd9244ddb120a64fdce781a1e312088c2cd;10018363;R3;1;Jones Stores;10018363;G1;1;International;M1;816-455-8733;5;International;S18;C
4fa9f1a1aaea0af825c7d81c454a01325735974d977400ee7a7a56d425918f1a;10026521;R3;1;Xcert Shop;10026521;G1;1;International;M1;816-455-8733;5;International;S20;C
fbb18204622fe7797ebfb2b55962eabd789e96cffb58a7c4929289823ef0a2e2;10019812;R2;1;Lewis Supermarket;10019812;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
f1d4b040d3d772deb83bf86e2a194521b2e3125d03e9a6585c5bcf6d2e871a74;10007183;R2;1;C.O.F. Shop;10007183;G2;1;International;Não Informado;816-455-8733;5;International;S3;C
9f2188f90953249d2390f0af3b5211bd8942255c829e8d7aaf59bebf52229d05;10007591;R3;1;ComeStore;10007591;G1;1;International;M1;816-455-8733;5;International;S19;C
3fa2189b3b6c747e3d0d41960b4875784f523420b0229da5a692bf275e86bae0;10000488;R3;1;ABI Supermarket;10000488;G1;1;International;M1;816-455-8733;5;International;S19;C
d8ea26c756d703474e6b7cb824b15398b0bd8017433a2ce887c4b1a1798c10e6;10015325;R2;1;Helius Shop;10015325;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
be031aaf7ed3fa50a986f03c304579dc7c53f9cacf530f6d4d5ff01fd39c112f;10025242;O2;1;Teamsolve Shop;10025242;G1;1;International;Não Informado;816-455-8733;5;International;S1;C
3fb6943902eaaf3dee72e2d020a652dca1f835e87f22ecd4f1b0da20d03618f2;10018129;R3;1;J.M. Market;10018129;G1;1;International;M1;816-455-8733;5;International;S19;C
919f697c8193980e94455d075728051bdc3003bb85bb00263abcca4d600dd634;10019420;R3;1;Keystroke Market;10019420;G1;1;International;M1;816-455-8733;5;International;S19;C
7ea42cc67248dab1660a56f5f5f2b17b8bed6b5f163c3a14479574aa04c4f1d3;10025063;R3;1;Taroch Mexistore;10025063;G1;1;International;M1;816-455-8733;5;International;S19;C
0e70e5557e7e5f2238dced6b8e44ca54c268f37a44c6be0d72970ee408372b98;10015789;R3;1;hesketh.com Shop;10015789;G1;1;International;M1;816-455-8733;5;International;S19;C
54b8ab4600a8c64148e71843bda5694234a0c7bc1d6d3eb86a47b487bacbb34c;10007866;R3;1;Camros Shop;10007866;G1;1;International;M1;816-455-8733;5;International;S16;C
dd84874f001f3dd7291fd3b30d42b2974261774491e4576f690d225d6e9691a2;10022746;R3;1;Rdlabs Shop;10022746;G1;1;International;M1;816-455-8733;5;International;S19;C
b21bb345a3fe28f4a9c945e815d8d03e7fc34670f7910b49879834f1cb77271a;10021380;R3;1;Pangaea Store;10021380;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
9d8b2104bafe3f93347834f95e5a8a14ba03cf028ac624afe1e6a9bc81ae514c;10005043;R3;1;Bezeq Shop;10005043;G1;1;International;M1;816-455-8733;5;International;S18;C
2a2a57c7b4c77050f75b37e017472d88851b684fd478212e98b8751bd9df39e2;10020306;R3;1;McGraw-Hill Supermarket;10020306;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
a5f4ce009e4a38ca4346b4eefa08d6689c5c33fb677cbe96fcb740af748ab4c2;10002154;R2;1;Acer Superstore;10002154;G3;1;International;Não Informado;816-455-8733;5;International;S8;C
5146c3f6c282003ef68b75a4f88ddd810f93f70c9850bf7cfc9877b55a0316fc;10024924;R3;1;T.M. Store;10024924;G1;1;International;M1;816-455-8733;5;International;S16;C
b68eacbb0fd27eeea0c88bc40dab1592a5a7af5e0fbc791a6344830a8964d211;10011355;R3;1;Enterprises Shop;10011355;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
7231c57fc2fcb618eb5f2133772aab82d72fdd486a08716c60b7f52d4f6e030f;10005236;R3;1;BH Supermarket;10005236;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
ef06b19892acaa39d1fcb0680e8f80449d8b5a03d222447af9fb536ade36904c;10026334;R3;1;Wayne's Market;10026334;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
cd492227fbaea28292a328209b55a0e46b08dc82f5d300f80425a839472d3476;10009633;R3;1;Dan Store;10009633;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
28ad5320ef24a4f2d521c3a47f8134871e7494d8e52aee2e122831ac8e04c4cf;10021111;R3;1;P.C'S Shop;10021111;G3;1;International;Não Informado;816-455-8733;5;International;S5;C
198205e4b429b6a201d757fe1a71e626d033620e8fc379320c3a20860265a88b;10010865;R3;1;ECS Supermarket;10010865;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
84ea19737a3999c608883818d691ee37eec7d198d1ab191ffdb0d13acaf9beab;10006916;R3;1;Boott Store;10006916;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
95dc24a36e3e52811d1a45f3476f4e5fdd4c0fea3c60f51a720e38a271cd06cb;10024915;R3;1;Systems Store;10024915;G1;1;International;M1;816-455-8733;5;International;S16;C
ad89544d1dcc612c527343944110a28055634a06dc843039c69d16700d9e65ce;10026038;R3;1;Velos Supermarket;10026038;G1;1;International;M1;816-455-8733;5;International;S19;C
1f992ee6040c2e91bda03f1fb6c36b23a4e46bf7b150e81d9c31d61d99d4da48;10027370;R3;1;Zeroo Gigastore;10027370;G1;1;International;M1;816-455-8733;5;International;S19;C
81724173fb4bd1a46b213a4494f7a76f882c22e16268137481d20749e7c3adbd;10007117;R3;1;Bre-X Shop;10007117;G1;1;International;M1;816-455-8733;5;International;S19;C
b7b1149eb9ed9a901eeda56b996fc00ed26c8495d7eb377b15bcf13f9170f723;10011821;R3;1;FenP Supermarket;10011821;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
ed4b818bb78db886b9057fb913f1abf388f5a0100340e153b2b7502201028c48;10013574;R3;1;Gebbie Store;10013574;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
e11f286eb48a64d56ff6ad04985515135a04fb2a3702bf932b3dd1c9d17421a6;10020281;R3;1;Mb Market;10020281;G1;1;International;M1;816-455-8733;5;International;S16;C
f15b6da27ede9f620b9320c30c8ffba74bb8d233ccca3396ce8218d66f55eb7c;10009645;O2;1;Day Market;10009645;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
e5a9e97c721b182d8edf24c0c00024a2d6f8418038a26f77d2f4332599413886;10011052;R3;1;Elucidex Shop;10011052;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
0a53c8415db294f3ae1ff2af142beed7a4b9d76d0e30698e78d65c5b40d01076;10020227;R3;1;MaxBan Shop;10020227;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
681b70c9e18646db7064d0531507df341d2941a0668999d855d059e08364fd21;10000486;R3;1;Aberdeen Shop;10000486;G2;1;International;Não Informado;816-455-8733;5;International;S14;C
0e8ea458779457ecea97de84a583f7cc61f93e75ce1d5f6d78ba65d13b57189c;10010855;R3;1;ECI Supermarket;10010855;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
941bdaabb54ed5a7ed66c34b4d8284162ee7935f4cb213a250d319843d76e703;10015253;R3;1;Hekimian Store;10015253;G3;1;International;Não Informado;816-455-8733;5;International;S8;C
db0051ed839af1856507b136646f570a9696b0d9221cc033b47e01a6db3620a1;10021006;R3;1;Overdreams Shop;10021006;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
e0e097856c0f9e3d847184ad1d55955fee99b13b23c268efffc4dff7bb6f62dd;10012885;R3;1;Gainunion Shop;10012885;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
ae519af2d6c1f1318b51db26dcb14e68ef1d1d207f5d28365a7726bc81caa6c9;10020449;R3;1;Nancy Supermarket;10020449;G1;1;International;M1;816-455-8733;5;International;S16;C
cfdaa7f06e574ca23aa1fe121abba0e486bda431ccd414df4f14b478a7b56263;10024880;R3;1;Sun Supermarket;10024880;G3;1;International;Não Informado;816-455-8733;5;International;S8;C
ede29a7953f2945c1c9ee4b6b14a256ea46701461414c62047f22ac91138d1ea;10007457;O2;1;CalComp Shop;10007457;G3;1;International;Não Informado;816-455-8733;5;International;S1;C
fcd5716a7e9c9a0fd6753f0bc95004a424373e3484a7984aead83e66bc0471f9;10024477;R3;1;Smith Supermarket;10024477;G1;1;International;M1;816-455-8733;5;International;S16;C
00207523d2a28ba178f38fbcddc7fd2c12a7eed64f56e8f5199099d9c63a61fc;10013127;R3;1;Garbee Supermarket;10013127;G3;1;International;M1;816-455-8733;5;International;S5;C
cf6d422f42cba17e66ecd16ee2359619a657533df98675e47610aeaef59e74e2;10001103;R3;1;AC Store;10001103;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
080025c35c9d0bb0df76346e1386fe70225a0f9feeb3f4e0612b84cc778abc1f;10020672;R3;1;Oki Shop;10020672;G1;1;International;M1;816-455-8733;5;International;S19;C
99c32dfa99c368e9bb9841197d16bddad0ccb5dbc5abfc3dc25047674332e782;10015011;R3;1;Hederman Supermarket;10015011;G1;1;International;M1;816-455-8733;5;International;S19;C
8a2db3329382934b8d28ca023cc4e421da01402042bce21bc39c83578941f3ff;10021494;R3;1;Paraclipse Shop;10021494;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
f561710679d97f85551a93d942aaef849ca93b6c0ff87ff6e364b8efa0c4523d;10005376;R3;1;Bibb Store;10005376;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
c4e3a11ce0d5c7eb177c4e1afd89a2c6ff471fc53c02f5fbb3658018f045c955;10025288;R3;1;Transylvania Supermarket;10025288;G1;1;International;M1;816-455-8733;5;International;S19;C
860431297ced64a781ddb654a6e9eb43aec0478ce60cb6caf0dc673e9c75b355;10004255;R3;1;Bendix Store;10004255;G1;1;International;M1;816-455-8733;5;International;S19;C
8fe192aa3cb4a00af429baaed09ee76b54d5566bdbdca6e2df0187bdf12b1d0a;10000453;R3;1;A Supermarket;10000453;G1;1;International;Não Informado;816-455-8733;5;International;S19;C
c385afd6cb126d6dc1c3b09e9531c702e4dc1efad3e678c464946c1b48628675;10021331;R2;1;Palo Supermarket;10021331;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
04d3e777c04e403c60ab745c5c23e26fac0a1d6fc674501154434009dddae17a;10021297;R3;1;PageSites Shop;10021297;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
4704b1a761e884e6f548279b869db3bb718fd190f1e6cba8971e9975426c85ab;10022166;R3;1;QualityLogic Shop;10022166;G2;1;International;Não Informado;816-455-8733;5;International;S11;I
8e1b8801f5b527a1ca757e0a5a3b36ee39bc68d9e07d9b865c91eb49aa4abbc0;10014059;R2;1;GURUs Shop;10014059;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
7eb391e307126f54f8cda4d289e9afb55b207a97cb5028bd54fee57d7042f897;10012369;R3;1;Finest Supermarket;10012369;G2;1;International;Não Informado;816-455-8733;5;International;S4;C
487aea18742aff8b651a3095480d2950758c7523072d364ee6cdd4c565caa9ab;10021305;R3;1;Pallister Supermarket;10021305;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
2dda2a86bdba5c73e644ad9cd8279477ce5bc70cf811aae8696bf1983feebd05;10027119;R3;1;Yurie Market;10027119;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
8996fe8153d2bb601e680ce4e5d23dd284a6967750eaa5f624db8ca74dadebd9;10021804;R3;1;Picka Superstore;10021804;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
5a2154adcbfb62ce1a83a5b61e53c85cfcaa87164f23e45a4bca5511de5ea68d;10025353;R2;1;Total Store;10025353;G2;1;International;Não Informado;816-455-8733;5;International;S5;I
242d18123dcf4e22eda5552dc699e6d5dd68725d70fa66378913ebba80045050;10009863;R3;1;Deere Store;10009863;G1;1;International;M1;816-455-8733;5;International;S19;C
05a7211349afea26e3b4ef2d5cc910be5b7dcce866a5dd81105f6c41f49cb119;10020849;R3;1;OnDeck Store;10020849;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
bdd1d018926b2cbc14c40ed4fd574b2b931bcbb25db6dca57b2afdc124aefad3;10025239;R3;1;Teamaker Shop;10025239;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
20f6ca314ddfb92abcd9c48f64bd8556fc1951c3d83d2dc525969ee37c284ab9;10005861;R3;1;Big Supermarket;10005861;G1;1;International;M1;816-455-8733;5;International;S19;C
00789fc78d41ba98f46c17fee2ee4b183239d3afe1a02283b9da9502c24af6bf;10021242;R3;1;Page Store;10021242;G3;1;International;Não Informado;816-455-8733;5;International;S17;C
888e660a1143b88abfcbc3c659a205e7dba9504c04ec2197985275877bf5f3e7;10001786;R3;1;Acara Shop;10001786;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
8e872d987bbe828d106103e52157e55cf4f4bfed0cd71e3edc39e5995dc82f1b;10025158;R3;1;Taskers Supermarket;10025158;G1;1;International;M1;816-455-8733;5;International;S19;C
b928cc0d9e336d03611fc52589f90d6a087ca0d84ddcfc4a21c5f144c126b487;10025304;R3;1;UBF Shop;10025304;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
950758fb41a1c3bd9f1d5b3225e67e31a4ff8c836f2733bb437bef9004436283;10013011;R3;1;Gamacles Shop;10013011;G1;1;International;M1;816-455-8733;5;International;S19;C
64e48ef460da2d9584027f1fef3147bb82c54a67cd21884cd713406ca667115f;10013039;O2;1;Gamma Supermarket;10013039;G2;1;International;Não Informado;816-455-8733;5;International;S12;C
0cb97fcab4421ba7efc74f89ea3b201bc3b3ed7360dd8e66aef6a54035401e70;10000497;R3;1;Abplus Shop;10000497;G1;1;International;Não Informado;816-455-8733;5;International;S16;C
698faac98a4d250988d179c2465fa0fcaa47d63811e30b558d0f8979af7e13c3;10000499;R3;1;ABSolute Shop;10000499;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
821f3f2e27fec4cc4ce9008342b743b67e9e60368efd626822f78908fd5592b7;10002520;R3;1;ActivCard Shop;10002520;G1;1;International;M1;816-455-8733;5;International;S19;C
bc007d335b2dfaa0b34f9780603c0ac7886b6b07713889f1f3d3484e65692fc7;10012328;R1;1;Finder Shop;10012328;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
613fb6c1f9a51fa65bb0f1856336e9a1aea5a7b2d0bf473baf009ba01e181783;10019066;R3;1;KENROB Megaplace;10019066;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
19d998d6d501340f0c5b1c5dc5f93e80e168de963006cc7ffb94e94f12ef2d6d;10020492;R3;1;NBTel Shop;10020492;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
f4af1156bbdffc2801e471af75a10300743f0c3e62a8c30b41f48991462cd791;10024704;R3;1;Sterling Store;10024704;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
6f44735390c27d0f3b8571ca8b33e8dad3a4b3da78fa274445648ae029c6bec8;10013397;R3;1;G-Com Supermarket;10013397;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
c4defe221df7181f261298011d0c3c2b8d2f50b0428ebf8cf5f46095cbde5c86;10023964;R3;1;Science Store;10023964;G3;1;International;Não Informado;816-455-8733;5;International;S5;C
7ad3ebbfac5ab1610b0d47311a9630c1dc5b6b6c1fef3b8e173a59fa1445e99f;10020907;R3;1;Onebox Shop;10020907;G1;1;International;Não Informado;816-455-8733;5;International;S16;C
39a659589edd0383aae736cfd763ae4e3f64482b2f89172544cb90957846543c;10025022;R3;1;Take Supermarket;10025022;G1;1;International;M1;816-455-8733;5;International;S19;C
760ec5ced3a3651a4d0ef792a87610c4506093f2b90aa0a5f066947358c348c2;10018877;R3;1;KAT Store;10018877;G1;1;International;M1;816-455-8733;5;International;S17;C
dee9fd9c8d8d18bffbb01150119e7b5120c225d869c63e84e176ded828462efc;10000457;O2;1;A&G Shop;10000457;G1;1;International;Não Informado;816-455-8733;5;International;S1;C
0de74abdfb6bbd188c42eb2a5e9196cd13f13dc1785ed8fc1c171ad9ce332c13;10012157;R3;1;Fifth Store;10012157;G2;1;International;Não Informado;816-455-8733;5;International;S9;C
f44ecbaba9b3920b4cee0c024d9a00425296573e4f6f5e4b9275ba44f266bb74;10021286;R3;1;PagePoint Shop;10021286;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
54fef95557de691f8a71e0a24c95df99155316f4fcb030452429febff88c416f;10022978;R3;1;Relcom Shop;10022978;G2;1;International;Não Informado;816-455-8733;5;International;S16;I
d62926efe1ccb90b5864c027b93872426e944d4420a8431dea8ee3d107566129;10011345;R3;1;Emergent Shop;10011345;G2;1;International;Não Informado;816-455-8733;5;International;S16;C
a8023a40897f4b2f79985648c1ddb76030018a188ec3ae14b871abfc2cc08526;10019194;R3;1;Kerite Company;10019194;G2;1;International;Não Informado;816-455-8733;5;International;S14;C
78a100758c93944dadeb6c1a96dd81ebb828d0b9c8c83d243cc7a68d2896f495;10011600;R3;1;FCS Shop;10011600;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
1d17f4ffbb9d77bc3fe24e092c673d53012f9fa480112c8920778048b1731f2a;10025467;R3;1;Underwriters Supermarket;10025467;G2;1;International;Não Informado;816-455-8733;5;International;S1;C
189d371380585212d8ef8fc5840c38d8f097d144eab9c58f0ccceb93c9ece04e;10002153;R2;1;Ace Market;10002153;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
5492e6c8120b17411301bb2eb74c6ae300f3950a70b6467bee5f0b2391c9cc63;10021411;R3;1;Panix Shop;10021411;G2;1;International;Não Informado;816-455-8733;5;International;S4;C
c0392373b9240539a7667a6ca9ccae4ce062b16183ec971096d8468452f84977;10025086;O2;1;Tartanchase Shop;10025086;G1;1;International;Não Informado;816-455-8733;5;International;S1;C
064b1c26ffa547d14adb9195776e625d73cbad9bb3fce940ae7c5d77922908d3;10020247;R2;1;MAXSTRAT Shop;10020247;G2;1;International;Não Informado;816-455-8733;5;International;S5;C
5917548d1b18ccab1cc74986d927186aff5ac126ee1113e3e7253c1b1ef69eee;10012761;R3;1;G.R. Supermarket;10012761;G1;1;International;M1;816-455-8733;5;International;S16;C
02afe633d050b258f925eb9ab666b5ca6203726ce125615c5fa6effd9060b778;10017638;R3;1;Kellys Gigastore;10017638;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S16;C
f51081abf81be22f180b2595e371a7546339e5a0eaa7452ce8cf3d25e9c0b252;10020962;R2;1;Output Supermarket;10020962;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S5;C
35358dac025f1b79f6f102421e070364609cf2cdeed0034ce48bdb1bd65d3c16;10003720;R2;1;Age Shop;10003720;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S5;C
d5e701a43977e2a0a0a31ee7f16eaae57be8d6a65d78fd9cdfa6650d54272af9;10008638;R3;1;CAPTA Shop;10008638;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S1;C
c601baeeef8d8aafa428345a8c51b35fe96900c1ce4331a2973d3f0874e50bca;10024246;R3;1;Siemens Supermarket;10024246;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S16;C
ce769c40e8b78275d14e7bc6dca867998ba03516fcb5bcb93afaeb0f01d1ead3;10018665;R3;1;Kaim Supermarket;10018665;G2;2;Domestic;M1;816-455-8733;3;Northeast;S16;C
848f8f702be6995e0674402e133674b9a064a329d4178707bfed87b66be2dd75;10023760;R3;1;SataMine Shop;10023760;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S1;C
0d19d5f7cd632d470dc7aadb94163eb1a308fdf7eacce4109f390a24a6b563e8;10021996;R3;1;Pinnacle Supermarket;10021996;G2;2;Domestic;M1;816-455-8733;3;Northeast;S16;C
7c36c12d9f5518b8902c917c726ecdcb4070ebba7ded30bdfba712fc8f279a6e;10025247;R2;1;Telesat Supermarket;10025247;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S5;C
24ef2e8a67c2166b5e82393f81fe795200a5d13ca285e961ad416e395befb764;10016303;R1;1;HMR Shop;10016303;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S20;C
ba9227e82a288543ee2690d5bcb037150521df3690bbef063e95a1c1001d3989;10011997;R3;1;Fibronics Shop;10011997;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S16;C
b9c1973bc035487629a27f997b6ae1c15f3ee38b5245b9632a37ba0978e0e499;10002240;R3;1;ACS Shop;10002240;G2;2;Domestic;Não Informado;816-455-8733;3;Northeast;S1;C
